reporting_jurisdiction	CountyFIPS	other_jurisdiction	sewershed_population_served	sewage_travel_time	sample_location	sample_location_specify	wwtp_name	wwtp_jurisdiction	capacity_mgd	industrial_input	stormwater_input	influent_equilibrated	sample_type	composite_freq	sample_matrix	collection_storage_time	collection_storage_temp	solids_separation	concentration_method	extraction_method	pre_conc_storage_time	pre_conc_storage_temp	pre_ext_storage_time	pre_ext_storage_temp	tot_conc_vol	ext_blank	rec_eff_target_name	rec_eff_spike_matrix	rec_eff_spike_conc	pasteurized	pcr_target	pcr_gene_target	pcr_type	hum_frac_target_mic	hum_frac_target_chem	other_norm_name	quant_stan_type	num_no_target_control	sample_collect_date	sample_collect_time	time_zone	flow_rate	ph	conductivity	tss	collection_water_temp	equiv_sewage_amt	sample_id	lab_id	test_result_date	pcr_target_units	pcr_target_avg_conc	pcr_target_std_error	pcr_target_cl_95_lo	pcr_target_cl_95_up	pcr_target_below_lod	lod_sewage	ntc_amplify	rec_eff_percent	inhibition_detect	inhibition_adjust	hum_frac_mic_conc	hum_frac_mic_unit	hum_frac_chem_conc	hum_frac_chem_unit	other_norm_conc	other_norm_unit	major_lab_method	major_lab_method_desc	sample_first_reported	key_sewershed	COUNTY_POPESTIMATE2020	vax_date	cases_date	hosp_date	deaths_date	actuals.vaccinationsInitiated	actuals.vaccinationsCompleted	actuals.vaccinationsAdditionalDose	metrics.vaccinationsInitiatedRatio	metrics.vaccinationsCompletedRatio	metrics.vaccinationsAdditionalDoseRatio	actuals.newCases	metrics.caseDensity100k	metrics.infectionRate	metrics.testPositivityRatio	actuals.hospitalBeds.capacity	actuals.icuBeds.capacity	actuals.hospitalBeds.currentUsageCovid	actuals.icuBeds.currentUsageCovid	metrics.icuCapacityRatio	metrics.bedsWithCovidPatientsRatio	metrics.bedsWithCovidPatientsRatioRolling10	metrics.weeklyCovidAdmissionsPer100k	metrics.weeklyCovidAdmissionsPer100kRolling10	metrics.icuCapacityRatioRolling10	actuals.newDeaths	metrics.newDeathsRolling7
ca	06081		199000		XXXX	XXXX	XXXX	ca	29.0				grab		primary sludge			centrifugation	none	chemagic viral dna/rna 300 kit	6.0	4.0	6.0	0.0		yes	bcov vaccine	dewatered solids	4.0		sars-cov-2	n	ddpcr	pepper mild mottle virus			dna	more than 3	2021-10-09	07:00	utc-07:00							XXXX	XXXX	2021-10-10	copies/g dry sludge	36329.3731				no	500.0	no	114.7	no	no	1000000000.0	copies/g dry sludge							2021-10-22 19:14:43	ca_393	758308.0	2021-09-29	2021-10-16	2021-10-23	2021-10-30	606385	567088	20134	0.791	0.74	0.026	0	5.7	0.95	0.01							0.030000000000000006		3.1000000000000836	0.6699999999999969	0	0.25
mo	29217		8082		XXXX	XXXX	XXXX	mo	2.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.6638183198		sars-cov-2	n2	qpcr				rna	3	2020-08-10			1.672						XXXX	XXXX	2020-08-11	copies/l wastewater	218540.875	36632.637471	101975.82	335105.93	no	1750.0	no	10.046288235	no	no									2021-07-08 20:47:03	mo_280	20388.0	2020-07-31	2020-08-17	2020-08-24	2020-08-31	0.0	0.0	0.0	0.0	0.0	0.0	0	6.9	1.11	0.043											0	0.0
nc	37099		13296		XXXX	XXXX	XXXX	nc	3.5		no	no	24-hr flow-weighted composite	1.0	raw wastewater	74.0		filtration	membrane filtration with addition of mgcl2	qiagen rneasy powermicrobiome kit					25.0	yes	bcov vaccine	raw sample	4.52236141	yes	sars-cov-2	n2	ddpcr	pepper mild mottle virus			rna	1	2021-11-28	08:00		0.0886	7.1	444.0		4.0	0.859375	XXXX	XXXX	2021-12-02	copies/l wastewater	38451.2	-1.0	24089.6	58240.0	no	5248.0	no	19.32069088	no	no	179343360.0	copies/l wastewater							2021-12-03 23:05:15	nc_405	44033.0	2021-11-18	2021-12-05	2021-12-12	2021-12-19	23876	21902		0.543	0.498		0	33.5	0.98	0.123							0.07500000000000234		5.849999999999919	0.8649999999999921	0	0.375
wi	55061		189000		XXXX	XXXX	XXXX	wi	49.2				24-hr flow-weighted composite	0.085	raw wastewater			filtration	membrane filtration with addition of mgcl2	promega automated tna kit							bcov vaccine	raw sample	4.522		sars-cov-2	n2	ddpcr	pepper mild mottle virus		hf183	rna	2	2021-11-17	06:00	utc-06:00	22.55	7.5	2040.0	360.0		0.859	XXXX	XXXX	2021-11-22	copies/l wastewater	56448.0		38604.8	79744.0	no	5299.2	no	0.107	no	no	22649856.0	copies/l wastewater				copies/l wastewater	2	new extraction method, switch to kingfisher	2021-11-23 15:30:23	wi_164	20386.0	2021-11-07	2021-11-24	2021-12-01	2021-12-08	10281	9736		0.503	0.476		31	83.9	1.04	0.139							0.14500000000000468		24.349999999999984		0	0.0
oh	39153		363897	12.0	XXXX	XXXX	XXXX	oh	90.0	4.29999998637608	yes		24-hr flow-weighted composite		raw wastewater		4.0	centrifugation	membrane filtration with no amendment, membrane recombined with separated solids	trizol and rna purificaton kit	24.0	4.0	1.0	4.0	100.0	no	bcov vaccine	raw sample	6.0	no	sars-cov-2	n2	qpcr	crassphage			rna	2	2021-11-30	07:00	utc-05:00	58.1500015258789			143.0	15.3499999046326		XXXX	XXXX	2021-12-03	copies/l wastewater	47069.4921875	1879.6599031116002			no	500.0	no	-1.0	no	no	735739840.0	copies/l wastewater					4	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-12-07 19:13:14	oh_36	538866.0	2021-11-20	2021-12-07	2021-12-14	2021-12-21	332370	309611		0.614	0.572		398	73.3	1.12	0.185							0.22000000000000375		33.35000000000011	0.9499999999999909	17	5.875
nc	37063		78141		XXXX	XXXX	XXXX	nc	14.5	0.0	no	no	24-hr flow-weighted composite	10.0	raw wastewater	153.0	4.0		membrane filtration with acidification and mgcl2	nuclisens manual magnetic bead extraction kit	0.0	20.0	0.0	20.0	40.0	yes	bcov vaccine	raw sample	5.46	yes	sars-cov-2	n2	ddpcr	pepper mild mottle virus			rna	more than 3	2021-01-14	00:00		7.59	7.4	673.0				XXXX	XXXX	2021-01-21	copies/l wastewater	20750.0	-1.0	13750.0	30250.0	no	330.0	no	50.0	no		37225000.0	copies/l wastewater							2021-01-28 16:49:11	nc_303	327306.0	2021-01-04	2021-01-21	2021-01-28	2021-02-04			0.0			0.0	382	46.1	0.99	0.086	1201	127	157	43	0.98	0.13	0.13000000000000458	20.6	20.599999999999802	0.9799999999999851	0	0.75
ut	49053		92047		XXXX	XXXX	XXXX	ut	17.0				24-hr time-weighted composite		raw wastewater	26.2		centrifugation	promega wastewater large volume tna capture kit	promega manual tna kit	0.35	4.0	1.0	4.0	20.0		oc43	raw sample	3.5	no	sars-cov-2	n1 and n2 combined	qpcr				rna	1	2022-01-31	07:00	utc-07:00	12.0					2.5	XXXX	XXXX	2022-02-03	copies/l wastewater	1460150.0	62561.675169387854			no	3000.0	no	20.15	not tested								2	uphl uses substantially different concentration and extraction methods from the previous labs. results may not be comparable.	2022-02-04 20:23:10	ut_27	184913.0	2022-01-21	2022-02-07	2022-02-14	2022-02-21	99993	87622	33042	0.563	0.493	0.186	284	82.1	0.56	0.251							0.14000000000000434		23.849999999999877	0.8449999999999872	0	0.75
wi	55061		189000		XXXX	XXXX	XXXX	wi	49.2				24-hr flow-weighted composite	0.085	raw wastewater			filtration	membrane filtration with addition of mgcl2	qiagen rneasy powermicrobiome kit							bcov vaccine	raw sample	4.314		sars-cov-2	n2	ddpcr	pepper mild mottle virus		hf183	rna	2	2021-06-02	06:00	utc-05:00	25.7	7.4	2310.0	184.0		0.942	XXXX	XXXX	2021-06-07	copies/l wastewater	0.0				yes	4995.236	no	7.577	no	no	22974815.6444444	copies/l wastewater				copies/l wastewater	1		2021-06-11 16:01:01	wi_164	20386.0	2021-05-23	2021-06-09	2021-06-16	2021-06-23	8228	7660	0.0	0.403	0.375	0.0	1	4.9	1.19	0.04							0.020000000000004663		1.9999999999999858		0	0.0
ut	49013		6790		XXXX	XXXX	XXXX	ut	1.5				grab		raw wastewater	6.33333333333333		centrifugation	promega wastewater large volume tna capture kit	promega manual tna kit	18.1333333333333	4.0	1.0	4.0	20.0		oc43	raw sample	3.5	no	sars-cov-2	n1 and n2 combined	qpcr				rna	1	2022-02-01	09:05	utc-07:00	0.8					2.5	XXXX	XXXX	2022-02-03	copies/l wastewater	1262390.0	61233.76955025171			no	3000.0	no	34.42	not tested								2	uphl uses substantially different concentration and extraction methods from the previous labs. results may not be comparable.	2022-02-04 20:23:10	ut_21	19894.0	2022-01-22	2022-02-08	2022-02-15	2022-02-22	10215	8388	2409	0.512	0.421	0.121	8	86.7	0.61	0.251							0.10500000000000442		19.69999999999984	0.6399999999999872	0	0.0
wi	55087		72810		XXXX	XXXX	XXXX	wi	15.5				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.19		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-12-14	00:00	utc-06:00	9.2	7.5			15.5	0.625	XXXX	XXXX	2021-12-23	copies/l wastewater	470702.0	71698.0			no	64000.0	no	2.38	no	no	10800324.0	copies/l wastewater							2021-12-28 16:20:23	wi_41	188766.0	2021-12-04	2021-12-21	2021-12-28	2022-01-04	120682	110697		0.642	0.589		78	65.7	1.04	0.131							0.23000000000000465		10.049999999999986	0.9449999999999865	3	0.75
ca	06081		199000		XXXX	XXXX	XXXX	ca	29.0				grab		primary sludge			centrifugation	none	chemagic viral dna/rna 300 kit	6.0	4.0	6.0	0.0		yes	bcov vaccine	dewatered solids	4.0		sars-cov-2	n	ddpcr	pepper mild mottle virus			dna	more than 3	2021-10-20	07:00	utc-07:00							XXXX	XXXX	2021-10-21	copies/g dry sludge	81541.5753				no	500.0	no	76.3	no	no	1660000000.0	copies/g dry sludge							2021-11-01 15:59:11	ca_393	758308.0	2021-10-10	2021-10-27	2021-11-03	2021-11-10	609525	570843	37177	0.795	0.745	0.048	47	7.0	1.08	0.012							0.020000000000000004		1.8000000000000418	0.6799999999999984	0	0.0
wi	55055		14500		XXXX	XXXX	XXXX	wi	3.65				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.347		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-12-01	08:00	utc-06:00	1.219	7.98	1590.0			0.625	XXXX	XXXX	2021-12-10	copies/l wastewater	955938.0	147381.0			no	64000.0	no	2.988	no	no	19536004.0	copies/l wastewater							2021-12-14 19:21:14	wi_447	85038.0	2021-11-21	2021-12-08	2021-12-15	2021-12-22	47857	44363		0.565	0.523		312	81.6	1.07	0.159							0.22500000000000467		10.599999999999987	0.9999999999999867	2	0.75
mo	29131		4895		XXXX	XXXX	XXXX	mo	1.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.9500901395		sars-cov-2	n1	qpcr				rna	3	2021-03-22			3.1						XXXX	XXXX	2021-03-23	copies/l wastewater	2821.875	1939.5339687	-3349.72	8993.47	no	1750.0	no	19.421262309	no	no									2021-07-08 20:47:03	mo_139	25791.0	2021-03-12	2021-03-29	2021-04-05	2021-04-12	3382	1934	0.0	0.132	0.075	0.0	1	3.6	1.22	0.071							0.020000000000001832				0	0.125
oh	39099		65469		XXXX	XXXX	XXXX	oh	35.0	2.14285722800664	yes		24-hr time-weighted composite		raw wastewater		4.0	centrifugation	membrane filtration with no amendment, membrane recombined with separated solids	trizol and rna purificaton kit	24.0	4.0	1.0	4.0	100.0	no	bcov vaccine	raw sample	6.0	no	sars-cov-2	n2	qpcr	crassphage			rna	2	2021-06-08	06:30	utc-05:00	35.5999984741211	7.78999996185303		110.0	12.0		XXXX	XXXX	2021-06-11	copies/l wastewater	841.359924316406	361.09348980489636			no	500.0	no	-1.0	no	no	9882110.0	copies/l wastewater					4	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-06-15 20:30:52	oh_455	226075.0	2021-05-29	2021-06-15	2021-06-22	2021-06-29	74182	68645	0.0	0.324	0.3	0.0	8	3.4	0.67	0.014							0.020000000000003414		5.800000000000057	0.3149999999999911	1	0.75
wi	55089		470007		XXXX	XXXX	XXXX	wi	330.0				24-hr flow-weighted composite	0.63	raw wastewater			filtration	membrane filtration with addition of mgcl2	qiagen rneasy powermicrobiome kit							bcov vaccine	raw sample	4.518		sars-cov-2	n2	ddpcr	pepper mild mottle virus		hf183	rna	2	2020-10-01	00:00	utc-05:00	84.0			300.0		2.292	XXXX	XXXX	2020-10-04	copies/l wastewater	16630.8	2988.75181591628	10620.0	24993.6	no	3768.0	no	5.209	no	no	32906616.0	copies/l wastewater			618362595.58249	copies/l wastewater	1		2021-02-18 18:48:01	wi_256	90043.0	2020-09-21	2020-10-08	2020-10-15	2020-10-22	0.0	0.0	0.0	0.0	0.0	0.0	28	25.5	1.16	0.068	252	65	22	15	0.75	0.07	0.07666666666666978	34.6	34.59999999999997	0.7666666666666577	0	0.125
wi	55117		75000		XXXX	XXXX	XXXX	wi	18.4				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.532		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-08-21	06:00	utc-05:00	9.79	8.3			20.56	1.0	XXXX	XXXX	2021-08-26	copies/l wastewater	409714.0	12948.0			no	40000.0	no	3.99	no	no	29278082.0	copies/l wastewater							2021-08-27 16:23:11	wi_364	115240.0	2021-08-11	2021-08-28	2021-09-04	2021-09-11	61034	57140	0.0	0.529	0.495	0.0	0	31.1	1.04	0.1							0.06000000000000948		9.000000000000068	0.21999999999997294	0	0.14285714285714285
wi	55063		85000		XXXX	XXXX	XXXX	wi	20.0				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.532		sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-08-12	07:33	utc-05:00	10.47	7.31	1865.0			1.0	XXXX	XXXX	2021-08-13	copies/l wastewater	164123.0	22410.0			no	40000.0	no	15.718	no	no	12200457.0	copies/l wastewater							2021-08-17 18:47:36	wi_209	118502.0	2021-08-02	2021-08-19	2021-08-26	2021-09-02	70107	66243	0.0	0.594	0.561	0.0	39	22.5	1.21	0.037	428	50	27	5	0.35	0.06	0.06000000000000935	16.7	16.699999999999974	0.3499999999999734	0	0.125
mo	29183		16000		XXXX	XXXX	XXXX	mo	11.25				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.9179868658		sars-cov-2	n1	qpcr				rna	3	2021-11-16			9.63						XXXX	XXXX	2021-11-17	copies/l wastewater	66550.055885	19904.642544	3213.48	129886.63	no	1750.0	no	18.037410131	no	no									2021-12-02 15:19:28	mo_294	406204.0	2021-11-06	2021-11-23	2021-11-30	2021-12-07	245021	221813		0.609	0.552		171	30.1	1.14	0.09							0.13000000000000167		8.699999999999982	0.8899999999999921	0	0.0
ca	06085		236000		XXXX	XXXX	XXXX	ca	39.0				grab		primary sludge			centrifugation	none	chemagic viral dna/rna 300 kit	6.0	4.0	6.0	0.0		yes	bcov vaccine	dewatered solids	4.0		sars-cov-2	n	ddpcr	pepper mild mottle virus			dna	more than 3	2020-12-26	07:00	utc-07:00							XXXX	XXXX	2020-12-28	copies/g dry sludge	74354.08308				no	500.0	no	23.0	no	no	541000000.0	copies/g dry sludge							2021-05-26 17:40:11	ca_305	1907105.0	2020-12-16	2021-01-02	2021-01-09	2021-01-16	495	122	0.0	0.0	0.0	0.0	1738	75.5	1.02	0.098							0.23999999999999996		29.600000000000087	0.9299999999999969	20	20.625
oh	39057		46160		XXXX	XXXX	XXXX	oh	8.5	0.370370344649346	no		24-hr flow-weighted composite		raw wastewater		4.0	none	membrane filtration with no amendment	trizol, garnet bead beating, alcohol precipitation	2.0	4.0	12.0	-80.0	100.0	yes	bcov vaccine	raw sample	5.0	no	sars-cov-2	n2	qpcr	pepper mild mottle virus			dna	more than 3	2021-05-09	07:00	utc-05:00	15.4910001754761			98.0	14.460000038147		XXXX	XXXX	2021-05-12	copies/l wastewater	3715.0	0.0			yes	7430.0	no	13.1	not tested	no	6360000.0	copies/l wastewater					7	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-05-14 19:06:53	oh_54	170122.0	2021-04-29	2021-05-16	2021-05-23	2021-05-30	64753	53343	0.0	0.383	0.316	0.0	3	5.2	0.68	0.04							0.020000000000003192		6.050000000000028	0.5499999999999914	0	0.0
wi	55017		11500		XXXX	XXXX	XXXX	wi	4.5				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.556		sars-cov-2	n2	qpcr	pepper mild mottle virus			dna	3	2021-06-15	07:30	utc-05:00	2.124	6.8	1744.0		10.0	1.0	XXXX	XXXX	2021-06-17	copies/l wastewater	10368.0	7194.0			yes	66000.0	no	5.157	no	no	9587620.0	copies/l wastewater							2021-06-25 16:05:42	wi_96	64737.0	2021-06-05	2021-06-22	2021-06-29	2021-07-06	29255	27006	0.0	0.452	0.418	0.0	2	2.0	0.81	0.011							0.020000000000004747		2.0999999999999717		0	0.0
wi	55073		42350		XXXX	XXXX	XXXX	wi	8.2				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.556		sars-cov-2	n2	qpcr	pepper mild mottle virus			dna	3	2021-06-12	08:00	utc-05:00	4.6	6.75	1163.0			1.0	XXXX	XXXX	2021-06-18	copies/l wastewater	4927.0	22.0			yes	66000.0	no	2.244	no	no	13558637.0	copies/l wastewater							2021-06-22 16:42:37	wi_433	135593.0	2021-06-02	2021-06-19	2021-06-26	2021-07-03	61303	54657	0.0	0.452	0.403	0.0	0	1.1	0.82	0.008							0.010000000000009274		1.3999999999999715	0.5599999999999733	0	0.0
wi	55015		50000		XXXX	XXXX	XXXX	wi	26.4				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.556		sars-cov-2	n2	qpcr	pepper mild mottle virus			dna	3	2021-04-13	07:00	utc-05:00	8.98	7.7	1832.0		10.3	1.0	XXXX	XXXX	2021-04-29	copies/l wastewater	119241.0	4610.0			no	66000.0	no	5.82	no	no	7449956.45	copies/l wastewater							2021-05-05 13:58:15	wi_174	50209.0	2021-04-03	2021-04-20	2021-04-27	2021-05-04	14708	9196	0.0	0.294	0.184	0.0	4	11.1	0.71	0.038							0.03500000000000473		4.099999999999987		0	0.375
ut	49043		7118		XXXX	XXXX	XXXX	ut	4.0				6-hr manual composite		raw wastewater	1.1		centrifugation	promega wastewater large volume tna capture kit	promega manual tna kit	18.25	4.0	1.0	4.0	20.0		oc43	raw sample	3.5	no	sars-cov-2	n1 and n2 combined	qpcr				rna	1	2022-01-20	07:46	utc-07:00	1.35					2.5	XXXX	XXXX	2022-01-24	copies/l wastewater	6284910.0	262879.1245674204			no	3000.0	no	87.85	not tested								2	uphl uses substantially different concentration and extraction methods from the previous labs. results may not be comparable.	2022-01-25 20:11:25	ut_23	42499.0	2022-01-10	2022-01-27	2022-02-03	2022-02-10	41668	35268	14442	0.95	0.837	0.343	45	213.5	0.6	0.278	35	4	1		0.54	0.14	0.14000000000000876	35.8	35.799999999999734	0.5399999999999746	0	0.25
wi	55139		72810		XXXX	XXXX	XXXX	wi	15.5				24-hr flow-weighted composite		raw wastewater			filtration	membrane filtration with addition of mgcl2	promega ht tna kit							bcov vaccine	raw sample	4.476		sars-cov-2	n2	qpcr	pepper mild mottle virus			dna	3	2021-06-25	00:00	utc-05:00	10.2	7.1	1134.0		18.0	1.0	XXXX	XXXX	2021-07-02	copies/l wastewater	0.0	-1.0			yes	66000.0	no	1.299	no	no	17977552.0	copies/l wastewater							2021-07-06 18:26:49	wi_41	171631.0	2021-06-15	2021-07-02	2021-07-09	2021-07-16	81437	75276	0.0	0.474	0.438	0.0	6	1.8	0.98	0.009							0.010000000000009548			0.3999999999999734	1	0.25
nc	37067		178000		XXXX	XXXX	XXXX	nc	15.3	12.0	no	no	24-hr flow-weighted composite		raw wastewater	156.0	4.0		membrane filtration with acidification and mgcl2	nuclisens manual magnetic bead extraction kit	15.0	20.0	0.0	20.0	40.0	yes	bcov vaccine	raw sample	4.2	yes	sars-cov-2	n1	ddpcr	pepper mild mottle virus			rna	more than 3	2021-12-10	05:30		9.85	7.0					XXXX	XXXX	2021-12-16	copies/l wastewater	18250.0	-1.0	11250.0	27500.0	no	1070.0	no	57.88423154	no		73550000.0	copies/l wastewater							2021-12-17 21:37:14	nc_452	383843.0	2021-11-30	2021-12-17	2021-12-24	2021-12-31	237146	218552		0.62	0.572		139	32.2	1.14	0.093							0.09000000000000452		28.79999999999979	0.8999999999999849	3	1.75
wi	55101		139000		XXXX	XXXX	XXXX	wi	36.0				24-hr flow-weighted composite	0.075	raw wastewater			filtration	membrane filtration with addition of mgcl2	qiagen rneasy powermicrobiome kit							bcov vaccine	raw sample	4.314		sars-cov-2	n1	ddpcr	pepper mild mottle virus		hf183	rna	2	2021-04-14	00:00	utc-05:00	20.92	7.36	1288.0	94.0	11.0	1.571	XXXX	XXXX	2021-04-19	copies/l wastewater	8627.28533333333		3725.419	16988.469	no	3235.232	no	7.181	no	no	9231755.52	copies/l wastewater				copies/l wastewater	1		2021-04-21 21:51:47	wi_331	195802.0	2021-04-04	2021-04-21	2021-04-28	2021-05-05	61275	38095	0.0	0.312	0.194	0.0	43	16.5	1.04	0.048							0.04000000000000471		30.9	0.4599999999999864	1	0.875
ca	06081		210000	0.5	XXXX	XXXX	XXXX	ca	43.0	1.0	yes	yes	24-hr time-weighted composite	1.0	raw wastewater				none	4s method (https://www.protocols.io/view/v-4-direct-wastewater-rna-capture-and-purification-bpdfmi3n)	24.0	4.0	0.0		40.0	yes		raw sample		yes	sars-cov-2	n1	qpcr	pepper mild mottle virus			dna	3	2021-02-10	00:00	utc-07:00	11.5		792.0	348.0		1.115375	XXXX	XXXX	2021-02-12	log10 copies/l wastewater	5.043046505	1.712346008			no	3.60206	no	-1.0	no	no		log10 copies/l wastewater							2021-09-01 22:19:03	ca_362	758308.0	2021-01-31	2021-02-17	2021-02-24	2021-03-03	69219	16875	0.0	0.09	0.022	0.0	72	14.2	0.81	0.034							0.065		5.800000000000042	0.6799999999999984	0	1.25
ut	49049		12510		XXXX	XXXX	XXXX	ut	1.0				24-hr time-weighted composite		raw wastewater	3.0	3.0	centrifugation	membrane filtration with sample acidification	phenol chloroform			48.0	-80.0	100.0					yes	sars-cov-2	n1 and n2 combined	qpcr				dna	2	2021-01-18	09:00	utc-07:00	0.7						XXXX	XXXX	2021-01-21	copies/l wastewater	109000.0	-1.0			no	3000.0	no	-1.0	not tested	no							1	the four academic labs (byu, dsu, usu, uu) used functionally identical methods. split sample testing indicated results were reasonably comparable.	2021-02-12 16:31:38	ut_29	651059.0	2021-01-08	2021-01-25	2021-02-01	2021-02-08			0.0			0.0	164	63.7	0.79	0.228							0.07500000000000437		9.34999999999987	0.6499999999999871	2	1.625
va	51127		69059		XXXX	XXXX	XXXX	va	22.5				grab		raw wastewater			centrifugation	innovaprep ultrafiltration	zymo quick-rna viral kit #r1035	0.0	4.0	0.0	4.0	40.0	yes	bcov vaccine	raw sample	7.3829	no	sars-cov-2	ddcov_e	ddpcr				rna	2	2021-09-21	10:56		9.53						XXXX	XXXX	2021-09-28	copies/l wastewater	17500.0				no	9987.5	no	0.025	not tested										2022-01-17 18:47:13	va_181	23648.0	2021-09-11	2021-09-28	2021-10-05	2021-10-12	12745	11685		0.552	0.506		11	50.7	0.92	0.101							0.07000000000000428		13.949999999999875		1	0.125
mo	29095		43200		XXXX	XXXX	XXXX	mo	10.0				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	3.1976675833		sars-cov-2	n1	qpcr				rna	3	2020-09-29	08:05		6.317						XXXX	XXXX	2020-09-30	copies/l wastewater	19988.5	5206.3761749	3421.81	36555.19	no	1750.0	no	0.0343443181	no	no									2021-07-08 20:47:03	mo_184	705925.0	2020-09-19	2020-10-06	2020-10-13	2020-10-20	0.0	0.0	0.0	0.0	0.0	0.0	272	28.2	1.07	0.084							0.06750000000000098		23.649999999999878	0.7924999999999962	0	3.125
wa	53011		120000		XXXX	XXXX	XXXX	wa	14.95	0.5	no	yes	grab		raw wastewater			none	membrane filtration with addition of mgcl2	luminultra wastewater extraction kit	2.42	4.0	3.43	-20.0	50.0	yes	oc43	raw sample	6.0	no	delta	wt214	qpcr	pepper mild mottle virus			rna	2	2022-01-27	07:30	utc-08:00	8.3	7.41				2.0	XXXX	XXXX	2022-01-29	copies/l wastewater	0.0	0.0				1498.6	no	8.39	no	no	16688490.82	copies/l wastewater								wa_504	496865.0	2022-01-17	2022-02-03	2022-02-10	2022-02-17	337798	302144	128255	0.692	0.619	0.263	0	152.9	0.74		642	55	114	13	0.97	0.15	0.15000000000000882	15.8	15.79999999999987	0.9699999999999749	0	2.0
oh	39049		645940		XXXX	XXXX	XXXX	oh	68.0	4.73170745663527	yes		24-hr flow-weighted composite		raw wastewater		4.0	centrifugation	beef extract flocculation	qiagen allprep powerviral dna/rna kit	4.0	4.0	12.0	-80.0	450.0	yes	bcov vaccine	raw sample	6.0	no	sars-cov-2	n2	ddpcr				dna	more than 3	2020-07-19	00:00	utc-05:00	63.4000015258789			320.0	22.0		XXXX	XXXX	2020-07-22	copies/l wastewater	785.25	271.6693379214273			no	133.0	no	-1.0	not tested	no		copies/l wastewater					1	this lab uses a lab method distinct from other labs in this reporting jurisdiction	2021-01-08 14:15:47	oh_187	1324624.0	2020-07-09	2020-07-26	2020-08-02	2020-08-09	0.0	0.0	0.0	0.0	0.0	0.0	134	18.2	0.91	0.067											1	2.0
mo	29159		7500		XXXX	XXXX	XXXX	mo	3.03				24-hr time-weighted composite		raw wastewater				peg precipitation	qiagen allprep powerviral dna/rna kit							puro	raw sample	5.7607750161		sars-cov-2	n1	qpcr				rna	3	2021-11-23	08:00		1.178						XXXX	XXXX	2021-11-23	copies/l wastewater	15792.668033	3137.8731023	5807.96	25777.38	no	1750.0	no	12.55921024	no	no									2021-12-02 15:19:28	mo_358	42490.0	2021-11-13	2021-11-30	2021-12-07	2021-12-14	18733	16494		0.442	0.39		25	26.7	1.1	0.115							0.12500000000000175		15.249999999999929	0.6949999999999922	0	0.0
